TIME_PERIOD;GEO;AGE;SEX;neu;old;edge;diff;TIMESTAMP
2020-W15;CH070;Y80T84;F; 9; 7;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W15;CH070;Y80T84;M;10; 8;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W15;CH070;Y85T89;M; 8; 6;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W15;CH070;Y_GE90;F;31;28;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W15;CH070;Y_GE90;M;13;12;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH011;Y15T19;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH011;Y35T39;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH011;Y40T44;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH011;Y50T54;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH011;Y55T59;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH011;Y55T59;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH011;Y60T64;F; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH011;Y60T64;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH011;Y65T69;F; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH011;Y65T69;M; 6; 0;2020-W18to2020-W15; 6;2020-05-16T11:57:13Z
2020-W16;CH011;Y70T74;F; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH011;Y70T74;M; 6; 0;2020-W18to2020-W15; 6;2020-05-16T11:57:13Z
2020-W16;CH011;Y75T79;F; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH011;Y75T79;M;11; 0;2020-W18to2020-W15;11;2020-05-16T11:57:13Z
2020-W16;CH011;Y80T84;F;12; 0;2020-W18to2020-W15;12;2020-05-16T11:57:13Z
2020-W16;CH011;Y80T84;M;11; 0;2020-W18to2020-W15;11;2020-05-16T11:57:13Z
2020-W16;CH011;Y85T89;F;20; 0;2020-W18to2020-W15;20;2020-05-16T11:57:13Z
2020-W16;CH011;Y85T89;M;15; 0;2020-W18to2020-W15;15;2020-05-16T11:57:13Z
2020-W16;CH011;Y_GE90;F;30; 0;2020-W18to2020-W15;30;2020-05-16T11:57:13Z
2020-W16;CH011;Y_GE90;M;22; 0;2020-W18to2020-W15;22;2020-05-16T11:57:13Z
2020-W16;CH012;Y25T29;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH012;Y35T39;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH012;Y60T64;F; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH012;Y60T64;M; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH012;Y65T69;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH012;Y65T69;M; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH012;Y70T74;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH012;Y75T79;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH012;Y75T79;M; 7; 0;2020-W18to2020-W15; 7;2020-05-16T11:57:13Z
2020-W16;CH012;Y80T84;F; 6; 0;2020-W18to2020-W15; 6;2020-05-16T11:57:13Z
2020-W16;CH012;Y80T84;M; 4; 0;2020-W18to2020-W15; 4;2020-05-16T11:57:13Z
2020-W16;CH012;Y85T89;F; 6; 0;2020-W18to2020-W15; 6;2020-05-16T11:57:13Z
2020-W16;CH012;Y85T89;M; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH012;Y_GE90;F;15; 0;2020-W18to2020-W15;15;2020-05-16T11:57:13Z
2020-W16;CH012;Y_GE90;M; 5; 0;2020-W18to2020-W15; 5;2020-05-16T11:57:13Z
2020-W16;CH013;Y0T4;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH013;Y40T44;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH013;Y45T49;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH013;Y50T54;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH013;Y55T59;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH013;Y55T59;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH013;Y60T64;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH013;Y60T64;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH013;Y65T69;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH013;Y70T74;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH013;Y70T74;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH013;Y75T79;F; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH013;Y75T79;M; 4; 0;2020-W18to2020-W15; 4;2020-05-16T11:57:13Z
2020-W16;CH013;Y80T84;F; 7; 0;2020-W18to2020-W15; 7;2020-05-16T11:57:13Z
2020-W16;CH013;Y80T84;M; 6; 0;2020-W18to2020-W15; 6;2020-05-16T11:57:13Z
2020-W16;CH013;Y85T89;F;10; 0;2020-W18to2020-W15;10;2020-05-16T11:57:13Z
2020-W16;CH013;Y85T89;M;12; 0;2020-W18to2020-W15;12;2020-05-16T11:57:13Z
2020-W16;CH013;Y_GE90;F;20; 0;2020-W18to2020-W15;20;2020-05-16T11:57:13Z
2020-W16;CH013;Y_GE90;M;10; 0;2020-W18to2020-W15;10;2020-05-16T11:57:13Z
2020-W16;CH021;Y0T4;F; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH021;Y25T29;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH021;Y45T49;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH021;Y50T54;F; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH021;Y50T54;M; 4; 0;2020-W18to2020-W15; 4;2020-05-16T11:57:13Z
2020-W16;CH021;Y55T59;F; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH021;Y55T59;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH021;Y60T64;F; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH021;Y60T64;M; 5; 0;2020-W18to2020-W15; 5;2020-05-16T11:57:13Z
2020-W16;CH021;Y65T69;F; 7; 0;2020-W18to2020-W15; 7;2020-05-16T11:57:13Z
2020-W16;CH021;Y65T69;M; 4; 0;2020-W18to2020-W15; 4;2020-05-16T11:57:13Z
2020-W16;CH021;Y70T74;F; 5; 0;2020-W18to2020-W15; 5;2020-05-16T11:57:13Z
2020-W16;CH021;Y70T74;M; 7; 0;2020-W18to2020-W15; 7;2020-05-16T11:57:13Z
2020-W16;CH021;Y75T79;F; 8; 0;2020-W18to2020-W15; 8;2020-05-16T11:57:13Z
2020-W16;CH021;Y75T79;M;11; 0;2020-W18to2020-W15;11;2020-05-16T11:57:13Z
2020-W16;CH021;Y80T84;F;10; 0;2020-W18to2020-W15;10;2020-05-16T11:57:13Z
2020-W16;CH021;Y80T84;M;14; 0;2020-W18to2020-W15;14;2020-05-16T11:57:13Z
2020-W16;CH021;Y85T89;F;15; 0;2020-W18to2020-W15;15;2020-05-16T11:57:13Z
2020-W16;CH021;Y85T89;M;21; 0;2020-W18to2020-W15;21;2020-05-16T11:57:13Z
2020-W16;CH021;Y_GE90;F;43; 0;2020-W18to2020-W15;43;2020-05-16T11:57:13Z
2020-W16;CH021;Y_GE90;M;13; 0;2020-W18to2020-W15;13;2020-05-16T11:57:13Z
2020-W16;CH022;Y50T54;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH022;Y60T64;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH022;Y65T69;F; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH022;Y65T69;M; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH022;Y70T74;F; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH022;Y70T74;M; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH022;Y75T79;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH022;Y75T79;M; 5; 0;2020-W18to2020-W15; 5;2020-05-16T11:57:13Z
2020-W16;CH022;Y80T84;F; 7; 0;2020-W18to2020-W15; 7;2020-05-16T11:57:13Z
2020-W16;CH022;Y80T84;M; 6; 0;2020-W18to2020-W15; 6;2020-05-16T11:57:13Z
2020-W16;CH022;Y85T89;F;12; 0;2020-W18to2020-W15;12;2020-05-16T11:57:13Z
2020-W16;CH022;Y85T89;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH022;Y_GE90;F;15; 0;2020-W18to2020-W15;15;2020-05-16T11:57:13Z
2020-W16;CH022;Y_GE90;M;11; 0;2020-W18to2020-W15;11;2020-05-16T11:57:13Z
2020-W16;CH023;Y40T44;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH023;Y50T54;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH023;Y55T59;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH023;Y60T64;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH023;Y60T64;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH023;Y65T69;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH023;Y70T74;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH023;Y70T74;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH023;Y75T79;F; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH023;Y75T79;M; 7; 0;2020-W18to2020-W15; 7;2020-05-16T11:57:13Z
2020-W16;CH023;Y80T84;F; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH023;Y80T84;M; 4; 0;2020-W18to2020-W15; 4;2020-05-16T11:57:13Z
2020-W16;CH023;Y85T89;F; 8; 0;2020-W18to2020-W15; 8;2020-05-16T11:57:13Z
2020-W16;CH023;Y85T89;M; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH023;Y_GE90;F; 6; 0;2020-W18to2020-W15; 6;2020-05-16T11:57:13Z
2020-W16;CH023;Y_GE90;M; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH024;Y35T39;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH024;Y45T49;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH024;Y60T64;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH024;Y65T69;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH024;Y65T69;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH024;Y70T74;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH024;Y70T74;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH024;Y75T79;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH024;Y75T79;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH024;Y80T84;M; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH024;Y85T89;F; 5; 0;2020-W18to2020-W15; 5;2020-05-16T11:57:13Z
2020-W16;CH024;Y85T89;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH024;Y_GE90;F; 8; 0;2020-W18to2020-W15; 8;2020-05-16T11:57:13Z
2020-W16;CH024;Y_GE90;M; 6; 0;2020-W18to2020-W15; 6;2020-05-16T11:57:13Z
2020-W16;CH025;Y60T64;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH025;Y65T69;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH025;Y70T74;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH025;Y70T74;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH025;Y85T89;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH025;Y_GE90;F; 4; 0;2020-W18to2020-W15; 4;2020-05-16T11:57:13Z
2020-W16;CH025;Y_GE90;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH031;Y50T54;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH031;Y55T59;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH031;Y55T59;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH031;Y60T64;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH031;Y70T74;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH031;Y70T74;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH031;Y75T79;F; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH031;Y75T79;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH031;Y80T84;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH031;Y80T84;M; 5; 0;2020-W18to2020-W15; 5;2020-05-16T11:57:13Z
2020-W16;CH031;Y85T89;F; 7; 0;2020-W18to2020-W15; 7;2020-05-16T11:57:13Z
2020-W16;CH031;Y85T89;M;10; 0;2020-W18to2020-W15;10;2020-05-16T11:57:13Z
2020-W16;CH031;Y_GE90;F;10; 0;2020-W18to2020-W15;10;2020-05-16T11:57:13Z
2020-W16;CH031;Y_GE90;M; 6; 0;2020-W18to2020-W15; 6;2020-05-16T11:57:13Z
2020-W16;CH032;Y50T54;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH032;Y60T64;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH032;Y65T69;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH032;Y70T74;F; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH032;Y70T74;M; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH032;Y75T79;F; 4; 0;2020-W18to2020-W15; 4;2020-05-16T11:57:13Z
2020-W16;CH032;Y75T79;M; 6; 0;2020-W18to2020-W15; 6;2020-05-16T11:57:13Z
2020-W16;CH032;Y80T84;F; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH032;Y80T84;M; 4; 0;2020-W18to2020-W15; 4;2020-05-16T11:57:13Z
2020-W16;CH032;Y85T89;F; 4; 0;2020-W18to2020-W15; 4;2020-05-16T11:57:13Z
2020-W16;CH032;Y85T89;M; 4; 0;2020-W18to2020-W15; 4;2020-05-16T11:57:13Z
2020-W16;CH032;Y_GE90;F; 7; 0;2020-W18to2020-W15; 7;2020-05-16T11:57:13Z
2020-W16;CH032;Y_GE90;M; 8; 0;2020-W18to2020-W15; 8;2020-05-16T11:57:13Z
2020-W16;CH033;Y5T9;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH033;Y20T24;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH033;Y35T39;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH033;Y35T39;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH033;Y45T49;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH033;Y50T54;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH033;Y50T54;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH033;Y55T59;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH033;Y55T59;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH033;Y60T64;F; 4; 0;2020-W18to2020-W15; 4;2020-05-16T11:57:13Z
2020-W16;CH033;Y60T64;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH033;Y65T69;F; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH033;Y65T69;M; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH033;Y70T74;F; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH033;Y70T74;M; 8; 0;2020-W18to2020-W15; 8;2020-05-16T11:57:13Z
2020-W16;CH033;Y75T79;F; 5; 0;2020-W18to2020-W15; 5;2020-05-16T11:57:13Z
2020-W16;CH033;Y75T79;M; 6; 0;2020-W18to2020-W15; 6;2020-05-16T11:57:13Z
2020-W16;CH033;Y80T84;F; 8; 0;2020-W18to2020-W15; 8;2020-05-16T11:57:13Z
2020-W16;CH033;Y80T84;M; 9; 0;2020-W18to2020-W15; 9;2020-05-16T11:57:13Z
2020-W16;CH033;Y85T89;F; 6; 0;2020-W18to2020-W15; 6;2020-05-16T11:57:13Z
2020-W16;CH033;Y85T89;M;10; 0;2020-W18to2020-W15;10;2020-05-16T11:57:13Z
2020-W16;CH033;Y_GE90;F;19; 0;2020-W18to2020-W15;19;2020-05-16T11:57:13Z
2020-W16;CH033;Y_GE90;M; 7; 0;2020-W18to2020-W15; 7;2020-05-16T11:57:13Z
2020-W16;CH040;Y0T4;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH040;Y20T24;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH040;Y35T39;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH040;Y45T49;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH040;Y45T49;M; 5; 0;2020-W18to2020-W15; 5;2020-05-16T11:57:13Z
2020-W16;CH040;Y50T54;F; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH040;Y50T54;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH040;Y55T59;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH040;Y55T59;M; 5; 0;2020-W18to2020-W15; 5;2020-05-16T11:57:13Z
2020-W16;CH040;Y60T64;F; 4; 0;2020-W18to2020-W15; 4;2020-05-16T11:57:13Z
2020-W16;CH040;Y60T64;M; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH040;Y65T69;F; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH040;Y65T69;M; 8; 0;2020-W18to2020-W15; 8;2020-05-16T11:57:13Z
2020-W16;CH040;Y70T74;F;11; 0;2020-W18to2020-W15;11;2020-05-16T11:57:13Z
2020-W16;CH040;Y70T74;M;13; 0;2020-W18to2020-W15;13;2020-05-16T11:57:13Z
2020-W16;CH040;Y75T79;F;11; 0;2020-W18to2020-W15;11;2020-05-16T11:57:13Z
2020-W16;CH040;Y75T79;M; 9; 0;2020-W18to2020-W15; 9;2020-05-16T11:57:13Z
2020-W16;CH040;Y80T84;F;18; 0;2020-W18to2020-W15;18;2020-05-16T11:57:13Z
2020-W16;CH040;Y80T84;M;15; 0;2020-W18to2020-W15;15;2020-05-16T11:57:13Z
2020-W16;CH040;Y85T89;F;34; 0;2020-W18to2020-W15;34;2020-05-16T11:57:13Z
2020-W16;CH040;Y85T89;M;20; 0;2020-W18to2020-W15;20;2020-05-16T11:57:13Z
2020-W16;CH040;Y_GE90;F;36; 0;2020-W18to2020-W15;36;2020-05-16T11:57:13Z
2020-W16;CH040;Y_GE90;M;26; 0;2020-W18to2020-W15;26;2020-05-16T11:57:13Z
2020-W16;CH051;Y75T79;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH051;Y85T89;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH051;Y85T89;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH051;Y_GE90;F; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH051;Y_GE90;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH052;Y25T29;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH052;Y65T69;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH052;Y70T74;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH052;Y75T79;F; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH052;Y75T79;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH052;Y80T84;F; 6; 0;2020-W18to2020-W15; 6;2020-05-16T11:57:13Z
2020-W16;CH052;Y80T84;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH052;Y85T89;F; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH052;Y85T89;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH052;Y_GE90;F; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH052;Y_GE90;M; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH053;Y65T69;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH053;Y75T79;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH053;Y75T79;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH053;Y80T84;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH053;Y80T84;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH053;Y_GE90;F; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH053;Y_GE90;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH054;Y75T79;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH054;Y80T84;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH054;Y85T89;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH055;Y15T19;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH055;Y25T29;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH055;Y30T34;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH055;Y45T49;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH055;Y45T49;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH055;Y50T54;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH055;Y50T54;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH055;Y55T59;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH055;Y60T64;F; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH055;Y60T64;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH055;Y65T69;F; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH055;Y65T69;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH055;Y70T74;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH055;Y70T74;M; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH055;Y75T79;F; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH055;Y75T79;M; 6; 0;2020-W18to2020-W15; 6;2020-05-16T11:57:13Z
2020-W16;CH055;Y80T84;F;11; 0;2020-W18to2020-W15;11;2020-05-16T11:57:13Z
2020-W16;CH055;Y80T84;M;10; 0;2020-W18to2020-W15;10;2020-05-16T11:57:13Z
2020-W16;CH055;Y85T89;F;10; 0;2020-W18to2020-W15;10;2020-05-16T11:57:13Z
2020-W16;CH055;Y85T89;M; 8; 0;2020-W18to2020-W15; 8;2020-05-16T11:57:13Z
2020-W16;CH055;Y_GE90;F;11; 0;2020-W18to2020-W15;11;2020-05-16T11:57:13Z
2020-W16;CH055;Y_GE90;M; 7; 0;2020-W18to2020-W15; 7;2020-05-16T11:57:13Z
2020-W16;CH056;Y20T24;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH056;Y65T69;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH056;Y65T69;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W16;CH056;Y70T74;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH056;Y75T79;M; 2; 0;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W16;CH056;Y80T84;F; 3; 0;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W16;CH056;Y80T84;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
